Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Boromys marydawsonae,,,,,,,Can't find specimen,,,Asia
Boromys obtusus,1.8,1.55,2,2,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Bothriostylops progressus,4.2,1.8,2,2,,"Early Tertiary mammals of Xuancheng Basin, Anhui Province and its Implication for the age of Shuangtasi Formation Huang and Zheng 1997",,,,Asia
Bounomys ulantatalensis,2.19,1.73,4,4,,"The mid-Tertiary Ctenodactylidae (Rodentia, Mammalia) of eastern and central Asia. Bulletin of the AMNH; no. 234 B Wang - 1997",,,,Asia
Brachyhyops neimongolensis,15.6,,1,1,,"The Entelodontid Artiodactyl Fauna from the Eocene Ergilin Dzo Formation of Mongolia with Comments on Brachyhyops and the Khoer Dzan Locality Takehisa Tsubamoto, Mototaka Saneyoshi, Mahito Watabe, Khishigjav Tsogtbaatar, Buurei Mainbayar 2011",,,,Asia
Brachyhyops trofimovi,16.1,12,1,1,,"The Entelodontid Artiodactyl Fauna from the Eocene Ergilin Dzo Formation of Mongolia with Comments on Brachyhyops and the Khoer Dzan Locality Takehisa Tsubamoto, Mototaka Saneyoshi, Mahito Watabe, Khishigjav Tsogtbaatar, Buurei Mainbayar 2011",,,,Asia
Brachyodus hui,,,,,,,no m1?,,,Asia
Brachyscirtetes tomidai,3.74,2.22,1,1,,"Qiang Li (2016) Brachyscirtetestomidai, a new Late Miocene dipodid (Rodentia, Mammalia) from Siziwang Qi, central Nei Mongol, China, Historical Biology, 28:1-2, 35-42, DOI: 10.1080/08912963.2014.996218",,,,Asia
Bumbanius ningi,1.8,1.05,2,2,,"2008 The Gashatan (Late Paleocene) Mammal Fauna from Subeng, Inner Mongolia, China Pieter Missiaen, Thierry Smith",,,,Asia
Bumbanius rarus,1.85,1.2375,4,4,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Bumbanomys edestus,,,,,,,Can't find specimen,,,Asia
Cadurcodon ardynensis,33.45,23,4,4,,??????????????????? 2009,,,,Asia
Cadurcodon bahoensis,,,,,,,no m1?,,,Asia
Cadurcodon houldjinensis,46.63333333,27.8,3,3,,??????????????????? 2009,,,,Asia
Cadurcodon suhaituensis,,,,,,Y.-X. Xu. 1966. Amynodonts of Inner Mongolia. Vertebrata PalAsiatica 10(2):124-190,Can't find paper,,,Asia
Caenolophus magnus,,,,,,"R. Shi. 1989. Late Eocene Mammalian Fauna of Huangzhuang, Qufu, Shandong. Vertebrata PalAsiatica 27(2):87-102",Can't find paper,,,Asia
Caenolophus obliquus,,,,,,W. D. Matthew and W. Granger. 1925. New mammals from the Shara Murun Eocene of Mongolia. American Museum Novitates 196:1-11,Can't find paper,,,Asia
Caenolophus progressus,,,,,,,known from only upper teeth?,,,Asia
Caenolophus promissus,,,,,,,Can't find specimen,,,Asia
Caenolophus suprametalophus,,,,,,,Can't find specimen,,,Asia
Carpocristes oriens,1.05,1.1,1,1,,The First Asian Plesiadapoids (Mammalia: Primatomorpha) February 1995,,,,Asia
Celaenolambda wangzhaoi,16.65,11.55,2,2,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,2 is left and right of same specimen ,,,Asia
Chailicyon crassidens,,,,,,M.-C. Chow. 1975. Some Carnivores from the Eocene of China. Vertebrata PalAsiatica 13(3):165-168,Can't find paper,,,Asia
Changlelestes dissetiformis,1.5375,1.2125,4,4,,"Tong & Wang 1993. A NEW SORICOMORPH (MAMMALIA, INSECTIVORA) FROM THE EARLY EOCENE OF WUTU BASIN, SHANDONG CHINN)",,,,Asia
Chenomys orientalis,2.65,2.4,1,1,,"First record of Eocene fossil rodent assemblages from the lower part of the Erden Obo Section, Erlian Basin (Nei Mongol, China) and its biochronological implications Qian Li, Fang-Yuan Mao & Yuan-Qing Wang  Palaeobiodiversity and Palaeoenvironments volume 98, pages259–276 (2018)",right m1,,,Asia
Chianshania gianghuaiensis,,,,,,New Materials of Anagalidae from the Palaeocene of Anhui (B),Upper teeth only,,,Asia
Chorlakkia valerii,,,,,,"I. A. Vislobokova 2002 Artiodactyls from the Middle Eocene of Khaichin-Ula II, Mongolia",No m1. m2 and m3 only,,,Asia
Chowliia laoshanensis,10.2,6.85,1,2,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Chronolestes simul,1.42,1.22,10,10,,"The first Asian plesiadapoids (Mammalia, Primatomorpha)
KC Beard, JW Wang, KC BEARD - 1995",,,,Asia
Chuankueimys xichuanensis,1.77,1.65,10,10,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Chungchienia lushia,24,24,1,1,,"A New Species of Chungehienia (Tillodontia, Mammalia) from the Eocene of Lushi, China MINCHEN CHOW, JINGWEN WANG, AND JIN MENG 1996",,,,Asia
Coelodontomys asiaticus,4.23,5.97,13,13,,"On Tsaganomyidae (Rodentia, Mammalia) of Asia B Wang - American Museum Novitates, 2001",,,,Asia
Colodon inceptus,,,,,,"New ceratomorph perissodactyls (Mammalia) from the Middle and Late Eocene of Mongolia: their implications for phylogeny and dating
D Dashzeveg, JJ Hooker",left dentary m2 m3,,,Asia
Convallisodon convexus,,,,,,M. Chow and T. Qi. 1978. Paleocene Mammalian Fossils from Nomogen Formation of Inner Mongolia. Vertebrata PalAsiatica 16(2):77-85,no m1 measured,,,Asia
Convallisodon haliutensis,,,,,,M. Chow and T. Qi. 1978. Paleocene Mammalian Fossils from Nomogen Formation of Inner Mongolia. Vertebrata PalAsiatica 16(2):77-85,no m1 measured,,,Asia
Coryphodon flerowi,,,,,,"M.-C. Chow. 1957. A New Coryphodon from Sintai, Shantung. Vertebrata PalAsiatica 1(4):301-304",no lower teeth,,,Asia
Cricetops dormitor,3.5,2.3,1,1,,"MARC A. CARRASCO AND JOHN H. WAHLERT 1999 The Cranial Anatomy of Cricetops dormitor, an Oligocene Fossil Rodent from Mongolia",,,,Asia
Cricetops minor,,,,,,?????????????? ??? - 1987 - 119.78.100.205,no m1,,,Asia
Cryptomanis gobiensis,,,,,,,postcrania,,,Asia
Cyclomylus biforatus,,,,,,"On Tsaganomyidae (Rodentia, Mammalia) of Asia B Wang - American Museum Novitates, 2001",upper teeth only,,,Asia
Cyclomylus intermedius,4.0875,4.41,4,4,,"On Tsaganomyidae (Rodentia, Mammalia) of Asia B Wang - American Museum Novitates, 2001",,,,Asia
Cyclomylus lohensis,4.3775,4.2925,4,4,,"On Tsaganomyidae (Rodentia, Mammalia) of Asia B Wang - American Museum Novitates, 2001",,,,Asia
Danjiangia pingi,8.3,6.2,1,1,,"Wang, Y. A new primitive chalicothere (Perissodactyla, Mammalia) from the early Eocene of Hubei, China. Vertebrata PalAsiatica 1995",,,,Asia
Dawsonolagus antiquus,,,,,,"Dawsonolagus antiquus, a primitive lagomorph from the Eocene Arshanto formation, Nei Mongol, China C Li, J Meng, Y Wang - Bulletin of Carnegie Museum of Natural History, 2007 - BioOne",no m1,,,Asia
Decipomys mongoliensis,0.838,0.776,4,4,,DASHZEVEG et al. 1998 A PECULIAR MINUTE GLIRES (MAMMALIA) FROM THE EARLY EOCENE OF MONGOLIA,,,,Asia
Deperetella cristata,,,,,,,no m1?,,,Asia
Deperetella depereti,,,,,,,can't find specimen,,,Asia
Desmatolagus ardynense,2.8,2.4,1,1,,BURKE. 1941 NEW FOSSIL LEPORIDAE FROM MONGOLIA,,,,Asia
Desmatolagus chinensis,,,,,,"Systematic of some Oligocene Lagomorpha (Mammalia) from China Erbajeva, Margarita; Sen, Sevket DOI: 10.1127/njgpm/1998/1998/95",Can't access paper,,,Asia
Desmatolagus gobiensis,1.888068182,2.09164557,88,79,,"Lagomorpha from the Oligocene of Mongolia L Sych - Palaeontologia Polonica, 1975",,,,Asia
Desmatolagus orlovi,,,,,,Gureev 1960,Can't find paper,,,Asia
Desmatolagus pusillus,1.6,1.9,1,1,,"DISCOVERY OF EARLY OLIGOCENE MAMMALIAN FOSSILS FROM DANGHE AREA , GANSU, CHINA Wang BanYue, QIU ZhanXiang ",,,,Asia
Desmatolagus robustus,2.56,2.895,5,4,,"Lagomorpha from the Oligocene of Mongolia L Sych - Palaeontologia Polonica, 1975",,,,Asia
Desmatolagus simplex,1.58,2.03,8,5,,Lopatin 1998 A Revision of the Early Miocene Lagomorpha (Mammalia) from the North Aral Region,,,,Asia
Desmatolagus vetustus,2.1,2.2,1,1,,BURKE. 1941 NEW FOSSIL LEPORIDAE FROM MONGOLIA,,,,Asia
Desmatolagus youngi,,,,,,Gureev 1960,m1 but can't find paper,,,Asia
Desmatotherium mongoliense,12.43,8.8,1,1,,"New Material of Eocene Helaletidae (Perissodactyla, Tapiroidea) from the Irdin Manha Formation of the Erlian Basin, Inner Mongolia, China and Comments on Related Localities of the Huheboerhe Area Authors: Bai, Bin, Wang, Yuan-Qing, Mao, Fang-Yuan, and Meng, Jin Source: American Museum Novitates, 2017",,,,Asia
Desmatotitan tukhumensis,,,,,TO MEASURE,,,,,Asia
Diacronus anhuiensis,,,,,,New Materials of Anagalidae from the Palaeocene of Anhui (B),Upper teeth only,,,Asia
Diacronus wanghuensis,,,,,,New Materials of Anagalidae from the Palaeocene of Anhui (B),Upper teeth only,,,Asia
Dianomomys ambiguus,1.8,1.5,1,1,,Tong & Wang 2006 Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province,,,,Asia
Didymoconus berkeyi,4.925,3.125,4,4,,"Xiaoming Wang , William Downs , Junyi Xie & Guangpu Xie (2001) Didymoconus (Mammalia: Didymoconidae) from Lanzhou Basin, China and its stratigraphic and ecological significance, Journal of Vertebrate Paleontology, 21:3, 555-564, DOI: 10.1671/0272-4634(2001)021[0555:DMDFLB]2.0.CO;2",,,,Asia
Didymoconus colgatei,4.15,2.8,4,4,,"Xiaoming Wang , William Downs , Junyi Xie & Guangpu Xie (2001) Didymoconus (Mammalia: Didymoconidae) from Lanzhou Basin, China and its stratigraphic and ecological significance, Journal of Vertebrate Paleontology, 21:3, 555-564, DOI: 10.1671/0272-4634(2001)021[0555:DMDFLB]2.0.CO;2",,,,Asia
Didymoconus rostrata,3.166666667,2,3,3,,"Xiaoming Wang , William Downs , Junyi Xie & Guangpu Xie (2001) Didymoconus (Mammalia: Didymoconidae) from Lanzhou Basin, China and its stratigraphic and ecological significance, Journal of Vertebrate Paleontology, 21:3, 555-564, DOI: 10.1671/0272-4634(2001)021[0555:DMDFLB]2.0.CO;2",,,,Asia
Dissacus bohaiensis,10.75,4.8,1,1,,"NEW MESONYCHID (MAMMALIA) MATERIAL FROM THE LOWER PALEOGENE OF THE ERLIAN BASIN, NEIMONGOL, CHINA JIN Xun 2012",,,,Asia
Dissacus magushanensis,,,,,,"Yan D, Tang Y (1976) Mesonychids from the Paleocene of Anhui.
Vertebr PalAsiatica 14:252–285",Can't find paper,,,Asia
Dissacus serratus,10.1,4.6,1,1,,"The late Paleocene Bayan Ulan fauna of Inner Mongolia, China J Meng, RJ Zhai, AR Wyss - Bulletin of Carnegie Museum of …, 1998",,,,Asia
Dissacus zanabazari,11.35,5,2,2,,"NEW MESONYCHID (MAMMALIA) MATERIAL FROM THE LOWER PALEOGENE OF THE ERLIAN BASIN, NEIMONGOL, CHINA JIN Xun 2012",2 is both sides of the jaw,,,Asia
Distylomys qianlishanensis,2.08,1.76,2,2,,"B. Wang. 1988. Distylomyidae Fam. Nov. (Ctenodactyloidea, Rodentia) from Nei Mongol, China.",,,,Asia
Dituberolagus venustus,1.325,0.9,2,2,,"Y. Tong. 1997. Middle Eocene Small Mammals from Liguanqiao Basin of Henan Province and Yuanqu Basin of Shanxi Province, Central China. Palaeontologica Sinica, New Series C 26:1-256",,,,Asia
Dolosimus dolus,,,,,,"THE DIATOMYIDAE (MAMMALIA, RODENTIA) AND BILOPHODONTY IN MIDDLE EOCENE ASIAN RODENTS Mary R. DAWSON 1 LI Chuan?Kui 2 QI Tao 2010",m1/2 and on slab,,,Asia
Dremotherium guthi,,,,,,,Can't find specimen,,,Asia
Dzungariotherium orgosense,86.5,62.6,2,2,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",Sup Mat Qiu (1973) and Qiu et al. (2004). Synonym Dzungariotherium orgosensis,,,Asia
Dzungariotherium orgosensis,86.5,62.6,2,2,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",Sup Mat Qiu (1973) and Qiu et al. (2004). Synonym Dzungariotherium orgosense,,,Asia
Dzungariotherium tienshanense,104,54.7,1,1,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",Sup Mat Qiu and Wang (2007),,,Asia
Dzungariotherium turfanensis,64.85,62,2,2,,"Shijie Li, Qigao Jiangzuo & Tao Deng (2022): Body mass of the giant rhinos (Paraceratheriinae, Mammalia) and its tendency in evolution, Historical Biology, DOI: 10.1080/08912963.2022.2095908",Sup mat Xu and Wang (1978) and Qiu and Wang (2007). Recombined from Dzungariotherium turfanense,,,Asia
Edzenius lus,1.375,0.95,2,2,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Elaschitotherium crepaturus,4.5,3.4,6,6,,"Middle-Eocene artiodactyls from Shanghuang (Jiangsu Province, Coastal China) and the diversity of basal dichobunoids in Asia Grégoire Metais & Tao Qi & Jianwei Guo & K. Christopher Beard",,,,Asia
Embolotherium andrewsi,61.8,45,1,1,,"A SKULL OF EMBOLOTHERIUM (PERISSODACTYLA, MAMMALIA) FROM ERDEN OBO, NEI MONGOL, CHINA
WANG Ban-Yue  ",,,,Asia
Embolotherium grangeri,,,,,,"A SKULL OF EMBOLOTHERIUM (PERISSODACTYLA, MAMMALIA) FROM ERDEN OBO, NEI MONGOL, CHINA
WANG Ban-Yue  ",Juvenile Skull?,,,Asia
Entelodon dirus,33,25,1,1,,"Late Eocene entelodonts (Mammalia: Artiodactyla) from Inner Mongolia, China
SG Lucas, RJ Emry - PROCEEDINGS-BIOLOGICAL SOCIETY OF …, 1996",,,,Asia
Entelodon gobiensis,27.75,22,4,4,,"Late Eocene entelodonts (Mammalia: Artiodactyla) from Inner Mongolia, China
SG Lucas, RJ Emry - PROCEEDINGS-BIOLOGICAL SOCIETY OF …, 1996",,,,Asia
Entelodon ordosius,,,,,,Les grands mammifères chefs de file de l'immigration oligocène et le problème de la limite éocène-oligocène en Europe,Can't access paper,,,Asia
Entelodon orientalis,,,,,,"Recognition of the Genus Entelodon (Artiodactyla, Mammalia) from the Joban Coalfield, Japan, and the Age Y TOMIDA - kahaku.go.jp",Upper molars,,,Asia
Eochenus sinensis,2.36,1.85,8,7,,"Wang and Li, 1990 First Paleogene Mammalian Fauna from the Northeast China",,,,Asia
Eocricetodon borealis,,,,,,,no m1,,,Asia
Eocricetodon meridionalis,1.401428571,0.986,7,10,,"Cricetidae (Rodentia, Mammalia) from the Oligocene of the Valley of Lakes (Mongolia): the genera Aralocricetodon, Eocricetodon, Bagacricetodon, Witenia and Paracricetodon Paloma López-Guerrero1 & Olivier Maridet2,3 & Gudrun Daxner-Höck 2017",,,,Asia
Eodendrogale parvum,,,,,,"
????????????????",Upper teeth only?,,,Asia
Eogalericius butleri,1.85,1.36,10,10,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Eoletes xianensis,,,,,,,Can't find specimen,,,Asia
Eomoropus major,,,,,,"O. Zdansky. 1930. Die alttertiären Säugetiere Chinas nebst stratigraphischen Bemerkungen (Mammalian fauna of the Lower Tertiary from China and some stratigraphic remarks). Palaeontologia Sinica, Series C 7(2):1-87",Can't find paper,,,Asia
Eomoropus minimus,10,5.8,1,1,,"NEW EOMOROPID (MAMMALIA, PERISSODACTYLA) REMAINS FROM THE MIDDLE EOCENE OF YUANQU BASIN HUANG Xue-Shi 2002",Eomoropus cf minimus,,,Asia
Eomoropus quadridentatus,,,,,,,Can't find specimen,,,Asia
Eomylus bayanulanensis,1.73,1.53,1,1,,"Glires (Mammalia) from the Late Paleocene Bayan Ulan Locality of Inner Mongolia JIN MENG,1 ANDRE´ R. WYSS,2 YAOMING HU,3 YUANQING WANG,4 GABRIEL J. BOWEN,5,6 AND PAUL L. KOCH5 2005",,,,Asia
Eomylus bayanulanensis,1.73,1.53,1,1,,"Glires (Mammalia) from the Late Paleocene Bayan Ulan Locality of Inner Mongolia Authors: MENG, JIN, WYSS, ANDRÉ R., HU, YAOMING, WANG, YUANQING, BOWEN, GABRIEL J., et al.",,,,Asia
Eomylus borealis,,,,,,,Can't find specimen,,,Asia
Eomylus zhigdenensis,,,,,,,Can't find specimen,,,Asia
Eomys orientalis,,,,,,"B. Wang and R. J. Emry. 1991. Eomyidae (Rodentia: Mammalia) from the Oligocene of Nei Mongol, China. Journal of Vertebrate Paleontology 11(3):370-377",m1 or m2,,,Asia
Eosigale gujingensis,3.4,2.9,1,1,,"TWO NEW GENERA OF ANAGALIDAE (ANAGALIDA, MAMMALIA) FROM THE PALEOCENE OF QIANSHAN, ANHUI AND THE PHYLOGENY OF ANAGALIDS Hu Yaoming 1993",,,,Asia
Eosimias centennicus,1.95,1.6,1,1,,"Beard et al. 1996 Earliest complete dentition of an anthropoid primate from the late middle Eocene of Shanxi Province, China",,,,Asia
Eosimias dawsonae,,,,,,"K.Christopher Beard; Jingwen Wang (2004). The eosimiid primates (Anthropoidea) of the Heti Formation, Yuanqu Basin, Shanxi and Henan Provinces, People's Republic of China. , 46(4), 401–432. doi:10.1016/j.jhevol.2004.01.002",no m1,,,Asia
Eosimias sinensis,1.85,1.4,1,1,,Beard et al. 1994. A diverse new primate fauna from middle Eocene fissure-fillings in southeastern China,,,,Asia
Eosischyromys youngi,3.22,2.9,1,1,,"DISCOVERY OF ISCHYROMYINAE (RODENTIA, MANMALIA) FROM THE MIDDLE EOCENE OF NORTH CHINA WANG Banyue ZHAI Renjie, M. R DAWSON",,,,Asia
Eosoricodon terrigena,1.125,,2,2,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,Y,,Asia
Epimanteoceras formosus,,,,,,https://www.cnki.com.cn/Article/CJFDTotal-GJZD201801003.htm,Can't access paper,,,Asia
Epimanteoceras mae,,,,,,"A new species of Brontotheriidae from the Middle Eocene of Junggar Basin, Xinjiang, China LI Shuo 2018",Skull only,,,Asia
Erenlagus anielae,1.638,1.68,5,5,,"A new genus of stem lagomorph (Mammalia: Glires) from the Middle Eocene of the Erlian Basin, Nei Mongol, China Lucja FOSTOWICZ-FRELIK and Qian LI 2014",,,,Asia
Ergilictis reshetovi,4,2.2,1,1,,"New Oligocene Didymoconidae (Mesonychia, Mammalia) from Mongolia and Kazakhstan A. V. Lopatin 1997",,,,Asia
Erlianhyus primitivus,,,,,,"Qian Li & Qi Li (2022) A new middle Eocene bunodont artiodactyl
from the Erlian Basin (Nei Mongol, China), Historical Biology, 34:10, 1941-1949, DOI:
10.1080/08912963.2021.1989679",no lower teeth,,,Asia
Erlianomys combinatus,0.98,0.8,18,18,,"ERLIANOMYS COMBINATUS, A PRIMITIVE MYODONT RODENT FROM THE EOCENE ARSHANTO FORMATION, NUHETINGBOERHE, NEI MONGOL, CHINA LI Qian & MENG Jin 2010",,,,Asia
Erlikotherium edentatum,2.5,1.6,7,7,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Ernanodon antelios,1.8,1.7,1,1,,,alviolus. Exceptionally small m1,Y,,Asia
Ernosorex jilinensis,2.08,1.6,1,1,,"Wang and Li, 1990 First Paleogene Mammalian Fauna from the Northeast China",,,,Asia
Esesempomys centralasiae,,,,,,,Can't find specimen,,,Asia
Euboromys grandis,,,,,,"D. Dashzeveg. 1990. The earliest rodents (Rodentia, Ctenodactyloidea) of Central Asia. Acta Zoologica Cracoviensia 33(2):11-35",Can't access paper,,,Asia
Eucricetodon asiaticus,1.967,1.3877,20,22,,"Evolution of the genus Eucricetodon (Rodentia, Mammalia) from the Valley of Lakes (Mongolia): a taxonomical description and update on the stratigraphical distribution Paloma López-Guerrero1 & Olivier Maridet2,3 & Gudrun Daxner-Höck 2017",,,,Asia
Eucricetodon bagus,1.484883721,1.01,43,44,,"Evolution of the genus Eucricetodon (Rodentia, Mammalia) from the Valley of Lakes (Mongolia): a taxonomical description and update on the stratigraphical distribution Paloma López-Guerrero1 & Olivier Maridet2,3 & Gudrun Daxner-Höck 2017",,,,Asia
Eucricetodon caducus,1.6375,1.157,20,20,,"Evolution of the genus Eucricetodon (Rodentia, Mammalia) from the Valley of Lakes (Mongolia): a taxonomical description and update on the stratigraphical distribution Paloma López-Guerrero1 & Olivier Maridet2,3 & Gudrun Daxner-Höck 2017",,,,Asia
Eucricetodon jilantaiensis,1.85,1.181875,17,16,,"Evolution of the genus Eucricetodon (Rodentia, Mammalia) from the Valley of Lakes (Mongolia): a taxonomical description and update on the stratigraphical distribution Paloma López-Guerrero1 & Olivier Maridet2,3 & Gudrun Daxner-Höck 2017",,,,Asia
Eucricetodon occasionalis,,,,,,"Evolution of the genus Eucricetodon (Rodentia, Mammalia) from the Valley of Lakes (Mongolia): a taxonomical description and update on the stratigraphical distribution Paloma López-Guerrero1 & Olivier Maridet2,3 & Gudrun Daxner-Höck 2017",no m1,,,Asia
Eucricetodon wangae,1.64,1.15,14,14,,"New Cricetid Rodents from Strata near the Eocene-Oligocene Boundary in Erden Obo Section (Nei Mongol, China) Qian LiJin MengYuanqing Wang",,,,Asia
Eudinoceras mongoliensis,37.93333333,31.13333333,3,3,,"CORYPHODONTIDS (MAMMALIA: PANTODONTA) FROM THE ERLIAN BASIN OF NEI MONGOL, CHINA, AND THEIR BIOSTRATIGRAPHIC IMPLICATIONS MAO Fang-Yuan, WANG Yuan-Qing 2012",,,,Asia
Eudinoceras youngi,31.8,26.1,1,1,,"CORYPHODONTIDS (MAMMALIA: PANTODONTA) FROM THE ERLIAN BASIN OF NEI MONGOL, CHINA, AND THEIR BIOSTRATIGRAPHIC IMPLICATIONS MAO Fang-Yuan, WANG Yuan-Qing 2012",,,,Asia
Eudinoceras sishuiensis,,,,,,????????????? ?? - 1994,upper jaw only,,,Asia
Eudinoceras xintaiensis,30.5,26.8,1,1,,"CORYPHODONTIDS (MAMMALIA: PANTODONTA) FROM THE ERLIAN BASIN OF NEI MONGOL, CHINA, AND THEIR BIOSTRATIGRAPHIC IMPLICATIONS MAO Fang-Yuan, WANG Yuan-Qing 2012",,,,Asia
Eudinoceras zhichengensis,26.5,20.7,1,1,,"CORYPHODONTIDS (MAMMALIA: PANTODONTA) FROM THE ERLIAN BASIN OF NEI MONGOL, CHINA, AND THEIR BIOSTRATIGRAPHIC IMPLICATIONS MAO Fang-Yuan, WANG Yuan-Qing 2012",,,,Asia
Eumeryx culminis,5.8,3.5,,,,Inesa Vislobokova and Gudrun Daxner-Höck 2001 Oligocene - Early Miocene Ruminants from the Valley of Lakes (Central Mongolia),,,,Asia
Eumeryx imbellis,6.3,3.45,,,,Inesa Vislobokova and Gudrun Daxner-Höck 2001 Oligocene - Early Miocene Ruminants from the Valley of Lakes (Central Mongolia),,,,Asia
Eurymylus laticeps,2.055,2.045,4,4,,"LUCJAN SYCH 1971 
MIXODONTIA, A NEW ORDER OF MAMMALS FROM THE PALEOCENE
OF MONGOLIA",,,,Asia
Euryodontomys ampliatus,2.54,2.17,2,2,,"Wang 1997 THE MID-TERTIARY CTENODACTYLIDAE (RODENTIA, MAMMALIA) OF EASTERN AND CENTRAL ASIA",,,,Asia
Exallerix gaolanshanensis,,,,,,,Used to be Metexallerix gaolanshanensis. Can't find papers,,,Asia
Exallerix hsandagolensis,5,2.6,1,1,,A New Insectivore from the Oligocene of Mongolia and a New Subfamily of Hedgehogs BY MALCOLM C. MCKENNA AND CHARLOTTE P. HOLTON 1967,,,,Asia
Exallerix manahan,6.9,3.6,1,1,,"New Brachyericinae (Erinaceidae, Insectivora, Mammalia) from the Oligocene and Miocene of Asia A. V. Lopatin* and V. S. Zazhigin",,,,Asia
Exallerix pustulatus,4.2,2.55,1,1,,"Oligocene-Miocene Vertebrates from the Valley of Lakes (Central Mongolia): Morphology, phylogenetic and stratigraphic implications Editor: Gudrun DAXNER-HÖCK 4. Marsupialia, Erinaceomorpha and Soricomorpha (Mammalia) By Reinhard ZIEGLER1 , Thomas DAHLMANN2 , and Gerhard STORCH 2007",Y,,,Asia
Exmus mini,1.855,1.76,2,2,,"CRANIAL ANATOMY AND RELATIONSHIPS OF A NEW CTENODACTYLOID (MAMMALIA, RODENTIA) FROM THE EARLY EOCENE OF HUBEI PROVINCE, CHINA John R. Wible, Yuanqing Wang, Chuankui Li, Mary R. Dawson 2005",,,,Asia
Forstercooperia mazhuangensis,34,23.6,1,1,,"A New Species of Forstercooperia (Perissodactyla: Paraceratheriidae) from Northern China with a Systematic Revision of Forstercooperiines HAI-BING WANG, BIN BAI, JIN MENG, YUAN-QING WANG 2018",,,,Asia
Forstercooperia totadentata,,,,,,"The Systematics of Forstercooperia, a Middle to Late Eocene Hyracodontid (Perissodactyla: Rhinocerotoidea) from Asia and Western North America Spencer G. Lucas, Robert M. Schoch and Earl Manning",no m1,,,Asia
Forstercooperia ulanshirehensis,33.93333333,22.4,3,3,,"A New Species of Forstercooperia (Perissodactyla: Paraceratheriidae) from Northern China with a Systematic Revision of Forstercooperiines HAI-BING WANG, BIN BAI, JIN MENG, YUAN-QING WANG 2018",,,,Asia
Gigantamynodon promisus,,,,,,,Can't find specimen,,,Asia
Gliruloides zhoui,1.153333333,1.066666667,3,3,,Restudy of the Late Oligocene dormice from northern Junggar Basin WU Wen-Yu MENG Jin YE Jie NI Xi-Jun BI Shun-Dong 2016,,,,Asia
Gobiatherium minutum,,,,,,,Can't find specimen,,,Asia
Gobiatherium mirificum,26,21.83333333,3,3,,"The Middle Eocene Arshanto fauna (Mammalia) of Inner Mongolia By Qi, Tao",,,,Asia
Gobigeolabis verigranum,0.95,0.6,1,1,,Early Paleogene Insectivore Mammals of Asia and Establishment of the Major Groups of Insectivora A. V. Lopatin 2005,,,,Asia
Gobiocylindrodon ulausuensis,3.07,3.02,,,,"Additional tsaganomyid, cylindrodontid and ctenodactyloid rodent materials from the Erden Obo section, Erlian Basin (Nei Mongol, China) LI Qian 2021",,,,Asia
Gobiohyus orientalis,7.95,5.6,2,1,,"I. A. Vislobokova 2002 Artiodactyls from the Middle Eocene of Khaichin-Ula II, Mongolia",,,,Asia
Gobiohyus pressidens,,,,,,"I. A. Vislobokova 2002 Artiodactyls from the Middle Eocene of Khaichin-Ula II, Mongolia",no m1,,,Asia
Gobiohyus reshetovi,8.3,5.1,1,1,,"I. A. Vislobokova 2002 Artiodactyls from the Middle Eocene of Khaichin-Ula II, Mongolia",,,,Asia
Gobiohyus robustus,8.6,6.2,1,1,,"I. A. Vislobokova 2002 Artiodactyls from the Middle Eocene of Khaichin-Ula II, Mongolia",,,,Asia
